DWA_ID,step_order,action_description,mapped_stage,cognitive_or_physical,cluster_id,intelligence_type,confidence,conf_LLM,conf_Multimodal_Perception,conf_Embodied,conf_Human_Bound
4.A.2.a.1.I10.D02,7,Prepare a detailed feasibility report summarizing findings and recommendations.,Feedback_Verification,Cognitive,-1,LLM,0.9921,0.9921,0.0002,1e-04,0.0075
4.A.2.a.1.I10.D02,8,Present the feasibility report to stakeholders and address their questions.,Feedback_Verification,Cognitive,29,LLM,0.9919,0.9919,0.0003,1e-04,0.0077
4.A.3.b.6.I13.D01,1,Review the client's requirements and any existing communication to understand the scope and specific needs of the contract.,Intent_Communication,Cognitive,3,LLM,0.8987,0.8987,0.0005,0.0006,0.1001
4.A.3.b.6.I13.D01,2,Select the appropriate contract template from the company's library based on the type of agreement needed.,Navigation_Addressing,Cognitive,-1,LLM,0.9442,0.9442,0.001,0.004,0.0508
4.A.3.b.6.I13.D01,3,"Populate the template with client-specific information such as names, addresses, and key contract terms.",Manipulation_Execution,Physical,-1,LLM,0.9535,0.9535,0.0028,0.0019,0.0419
4.A.3.b.6.I13.D01,4,"Carefully review the drafted contract for completeness, accuracy, and clarity, ensuring all necessary clauses are included and worded appropriately.",Feedback_Verification,Cognitive,-1,LLM,0.9511,0.9511,0.0023,0.0009,0.0457
4.A.3.b.6.I13.D01,5,Submit the draft contract to the legal team or supervising attorney for review and approval.,Intent_Communication,Cognitive,-1,Human_Bound,0.5487,0.4428,0.0008,0.0078,0.5487
4.A.3.b.6.I13.D01,6,"Incorporate feedback and revisions from the legal team, making necessary adjustments to the contract.",Manipulation_Execution,Physical,-1,Human_Bound,0.5882,0.4092,1e-04,0.0024,0.5882
4.A.3.b.6.I13.D01,7,"Finalize the contract, ensuring all required signatures are obtained and the document is properly formatted for execution.",Feedback_Verification,Physical,-1,Human_Bound,0.7368,0.2265,0.0015,0.0352,0.7368
4.A.4.b.4.I10.D01,1,"Review the daily extraction plan, safety protocols, and weather forecasts to determine the best extraction schedule and address potential challenges.",Intent_Communication,Cognitive,-1,LLM,0.808,0.808,0.0946,0.0731,0.0242
4.A.4.b.4.I10.D01,2,"Navigate to the extraction site, considering terrain, potential hazards, and optimal routes.",Navigation_Addressing,Cognitive & Physical,10,Embodied,0.9023,0.0423,0.0509,0.9023,0.0045
4.A.4.b.4.I10.D01,3,Inspect and verify the operational status and safety of all mining equipment.,Perception_Diagnosis,Physical,-1,Multimodal_Perception,0.8234,0.1661,0.8234,0.0079,0.0026
4.A.4.b.4.I10.D01,4,"Direct the team to start the extraction process according to the plan, ensuring adherence to safety protocols.",Manipulation_Execution,Cognitive,-1,Embodied,0.4093,0.303,0.0203,0.4093,0.2673
4.A.4.b.4.I10.D01,5,"Monitor the extraction process using real-time data from sensors and cameras, identifying any deviations or potential issues.",Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.8023,0.1574,0.8023,0.0372,0.0031
4.A.4.b.4.I10.D01,6,"Address any issues or deviations that arise during the extraction process, making necessary adjustments to the plan or equipment.",Manipulation_Execution,Cognitive & Physical,-1,LLM,0.443,0.443,0.1546,0.3536,0.0487
4.A.4.b.4.I10.D01,7,"Coordinate with the surface team to transport extracted resources to the processing facility, ensuring efficient logistics.",Manipulation_Execution,Cognitive,-1,Embodied,0.6882,0.2947,0.0046,0.6882,0.0126
4.A.4.b.4.I10.D01,8,Conduct regular safety checks and ensure compliance with regulations throughout the extraction process.,Feedback_Verification,Cognitive & Physical,-1,LLM,0.4312,0.4312,0.1081,0.3537,0.107
4.A.4.b.4.I10.D01,9,"Review the day's extraction data, productivity metrics, and any incidents or observations for continuous improvement.",Feedback_Verification,Cognitive,-1,LLM,0.9431,0.9431,0.0534,0.0011,0.0024
4.A.2.b.2.I11.D04,1,"Meet with the client to understand their needs, preferences, budget, and the intended use of the structure.",Intent_Communication,Cognitive,3,LLM,0.9712,0.9712,0.0005,0.0009,0.0274
4.A.2.b.2.I11.D04,2,"Conduct site analysis, considering topography, climate, existing infrastructure, zoning laws, and building codes.",Navigation_Addressing,Cognitive,19,LLM,0.9795,0.9795,0.0104,0.0014,0.0088
4.A.2.b.2.I11.D04,3,"Develop preliminary design concepts, incorporating client needs, site constraints, and sustainable design principles.",Manipulation_Execution,Cognitive,-1,LLM,0.9921,0.9921,0.0004,0.0012,0.0063
4.A.2.b.2.I11.D04,4,Present initial design concepts to the client and gather feedback.,Feedback_Verification,Cognitive,-1,LLM,0.9793,0.9793,0.0006,0.0006,0.0195
4.A.2.b.2.I11.D04,5,"Refine the design based on client feedback, structural analysis, and code compliance.",Manipulation_Execution,Cognitive,-1,LLM,0.9873,0.9873,0.0024,0.0004,0.0098
4.A.2.b.2.I11.D04,6,"Create detailed architectural drawings, including floor plans, elevations, sections, and 3D models.",Manipulation_Execution,Physical,27,LLM,0.9532,0.9532,0.0145,0.0187,0.0135
4.A.2.b.2.I11.D04,7,Conduct structural analysis to ensure the design's stability and safety.,Perception_Diagnosis,Cognitive,27,Multimodal_Perception,0.5256,0.4604,0.5256,0.0063,0.0077
4.A.2.b.2.I11.D04,8,"Finalize the design, incorporating all revisions and ensuring compliance with codes and regulations.",Manipulation_Execution,Cognitive,-1,LLM,0.9568,0.9568,0.0017,0.0049,0.0366
4.A.2.b.2.I11.D04,9,"Present the final design to the client for approval, including detailed drawings, specifications, and cost estimates.",Feedback_Verification,Cognitive,-1,LLM,0.8737,0.8737,0.0015,0.0103,0.1145
4.A.4.b.3.I04.D09,1,"Gather trainees and introduce the training program, outlining the specific skills and techniques they will learn.",Intent_Communication,Cognitive,23,LLM,0.9353,0.9353,0.0052,0.0137,0.0458
4.A.4.b.3.I04.D09,2,"Demonstrate proper use of safety gear, emphasizing its importance for preventing injuries.",Manipulation_Execution,Physical,18,Multimodal_Perception,0.5566,0.1268,0.5566,0.176,0.1407
4.A.4.b.3.I04.D09,3,"Explain the fundamental principles of the chosen farming, forestry, or hunting technique.",Intent_Communication,Cognitive,13,LLM,0.8942,0.8942,0.0125,0.045,0.0484
4.A.4.b.3.I04.D09,4,"Demonstrate key techniques, breaking down complex actions into smaller, manageable steps.",Manipulation_Execution,Physical,-1,LLM,0.9219,0.9219,0.0091,0.0505,0.0185
4.A.4.b.3.I04.D09,5,"Guide trainees through hands-on practice, providing individual feedback and adjustments.",Manipulation_Execution,Physical,23,LLM,0.6443,0.6443,0.0828,0.0077,0.2652
4.A.4.b.3.I04.D09,6,"Discuss common challenges and solutions related to the technique, encouraging trainees to share their observations and questions.",Intent_Communication,Cognitive,23,LLM,0.7843,0.7843,0.0164,0.0038,0.1955
4.A.4.b.3.I04.D09,7,Conclude with a summary of key takeaways and a plan for ongoing practice and development.,Feedback_Verification,Cognitive,-1,LLM,0.9369,0.9369,0.0003,0.0002,0.0626
4.A.4.b.3.I02.D03,1,"Review the course syllabus, learning objectives, and prepare lecture materials (slides, handouts, multimedia) aligned with the day's topic.",Intent_Communication,Cognitive,23,LLM,0.8841,0.8841,0.0324,0.0398,0.0437
4.A.4.b.3.I02.D03,2,"Arrive at the lecture hall early to set up equipment (projector, laptop, sound system), test functionality, and arrange the classroom for optimal learning.",Navigation_Addressing,Physical,23,LLM,0.6296,0.6296,0.1271,0.2249,0.0184
4.A.4.b.3.I02.D03,3,"Greet students as they arrive, fostering a welcoming and inclusive classroom environment.",Intent_Communication,Physical,23,LLM,0.7293,0.7293,0.0322,0.0452,0.1932
4.A.4.b.3.I02.D03,4,"Begin the lecture by introducing the topic, connecting it to previous lessons, and outlining the learning objectives for the session.",Intent_Communication,Cognitive,23,LLM,0.8182,0.8182,0.0271,0.0734,0.0813
4.A.4.b.3.I02.D03,5,"Deliver the lecture using a variety of methods (slides, examples, discussions) to engage students and illustrate key sociological concepts.",Manipulation_Execution,Cognitive,23,LLM,0.8235,0.8235,0.0076,0.0108,0.1581
4.A.4.b.3.I02.D03,6,"Facilitate class discussions and Q&A sessions, encouraging active participation and critical thinking.",Feedback_Verification,Cognitive,22,LLM,0.8902,0.8902,0.0065,0.0032,0.1001
4.A.4.b.3.I02.D03,7,"Summarize key points, assign readings or homework, and clarify expectations for upcoming assignments or assessments.",Intent_Communication,Cognitive,23,LLM,0.9522,0.9522,0.007,0.0044,0.0364
4.A.4.b.3.I02.D03,8,"Conclude the lecture, thanking students for their participation and encouraging them to seek help during office hours if needed.",Feedback_Verification,Cognitive,-1,Human_Bound,0.7442,0.2458,0.0043,0.0057,0.7442
4.A.4.a.5.I10.D08,1,"Greet customers, inquire about party size and seating preferences (booth, table, etc.).",Intent_Communication,Cognitive,4,LLM,0.6835,0.6835,0.0127,0.024,0.2798
4.A.4.a.5.I10.D08,2,Check the reservation system or mental map for available tables matching the customer's requirements.,Navigation_Addressing,Cognitive,-1,LLM,0.9867,0.9867,0.0031,0.0035,0.0067
4.A.4.a.5.I10.D08,3,"Guide customers to the selected table, navigating through the restaurant space.",Navigation_Addressing,Physical,7,LLM,0.848,0.848,0.0178,0.0598,0.0744
4.A.4.a.5.I10.D08,4,"Confirm table suitability with the customers (size, location, etc.).",Intent_Communication,Cognitive,21,LLM,0.9882,0.9882,0.0033,0.0004,0.0081
4.A.4.a.5.I10.D08,5,"Seat customers, offer assistance with chairs, and place menus.",Manipulation_Execution,Physical,7,LLM,0.751,0.751,0.0238,0.0716,0.1536
4.A.4.a.5.I10.D08,6,Briefly explain any relevant policies or specials.,Intent_Communication,Cognitive,-1,LLM,0.544,0.544,0.005,0.0047,0.4462
4.A.4.a.5.I10.D08,7,"Check if customers need anything else (high chairs, extra utensils) and take drink orders.",Intent_Communication,Cognitive,-1,LLM,0.8529,0.8529,0.0186,0.0716,0.0569
4.A.2.b.3.I01.D06,1,Access the firm's secure internal network to access the compliance database or relevant legal resources.,Navigation_Addressing,Physical,-1,LLM,0.6105,0.6105,0.0141,0.0141,0.3614
4.A.2.b.3.I01.D06,2,"Navigate to the relevant section for regulatory updates, legal documents, or specific compliance areas.",Navigation_Addressing,Physical,14,LLM,0.8837,0.8837,0.0105,0.0019,0.1039
4.A.2.b.3.I01.D06,3,"Review the latest regulatory updates, legal documents, or amendments, focusing on key changes and their implications.",Perception_Diagnosis,Cognitive,14,LLM,0.7748,0.7748,0.0062,0.0004,0.2186
4.A.2.b.3.I01.D06,4,"Cross-reference the updates with external regulatory websites, databases, or legal precedents for verification and context.",Perception_Diagnosis,Cognitive,14,LLM,0.9051,0.9051,0.02,0.0007,0.0741
4.A.2.b.3.I01.D06,5,Summarize the key points of the new regulations or legal changes in a concise document or report.,Manipulation_Execution,Cognitive,-1,LLM,0.9753,0.9753,0.001,0.0007,0.023
4.A.2.b.3.I01.D06,6,"Update the firm's internal compliance manual, database, or relevant documentation with the new information.",Manipulation_Execution,Physical,-1,LLM,0.6605,0.6605,0.0151,0.0295,0.2949
4.A.2.b.3.I01.D06,7,"Communicate the updates to relevant departments or individuals through email, meetings, or other appropriate channels.",Intent_Communication,Cognitive & Physical,-1,LLM,0.5329,0.5329,0.0012,0.0113,0.4545
4.A.1.b.2.I03.D04,1,"Review the test request form to understand the material, test type, and required parameters.",Intent_Communication,Cognitive,20,LLM,0.7232,0.7232,0.2585,0.0079,0.0104
4.A.1.b.2.I03.D04,2,"Retrieve the material sample from storage, verifying its identification.",Navigation_Addressing,Physical,-1,Multimodal_Perception,0.5772,0.0404,0.5772,0.3665,0.0159
4.A.1.b.2.I03.D04,3,"Prepare the testing equipment (e.g., tensile testing machine, data acquisition system).",Navigation_Addressing,Physical,-1,Multimodal_Perception,0.8433,0.1216,0.8433,0.0343,0.0009
4.A.1.b.2.I03.D04,4,"Securely mount the sample in the testing machine, ensuring proper alignment.",Manipulation_Execution,Physical,6,Multimodal_Perception,0.8584,0.0071,0.8584,0.1233,0.0112
4.A.1.b.2.I03.D04,5,"Set the testing parameters on the machine (load rate, measurement intervals) based on the test request.",Intent_Communication,Cognitive,20,Multimodal_Perception,0.9596,0.0308,0.9596,0.0084,0.0011
4.A.1.b.2.I03.D04,6,Initiate the test and monitor the machine's display for applied load and material deformation.,Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.9983,0.0008,0.9983,0.0008,1e-04
4.A.1.b.2.I03.D04,7,Record the maximum load and deformation at the point of failure.,Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.9877,0.01,0.9877,0.0021,0.0002
4.A.1.b.2.I03.D04,8,"Analyze the recorded data to determine the material's characteristics (e.g., tensile strength).",Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.9244,0.0723,0.9244,0.0031,0.0002
4.A.1.b.2.I03.D04,9,"Document the test results, including observations and any deviations from the standard procedure.",Feedback_Verification,Cognitive,20,LLM,0.7467,0.7467,0.2273,0.0015,0.0245
4.A.1.b.1.I02.D07,1,"Review the company's existing operations, including supply chain, energy consumption, waste management, and public sustainability reports.",Perception_Diagnosis,Cognitive,13,LLM,0.9878,0.9878,0.0111,0.0003,0.0008
4.A.1.b.1.I02.D07,2,Research industry best practices and benchmarks for sustainable business practices relevant to the company's sector.,Intent_Communication,Cognitive,13,LLM,0.9681,0.9681,0.0088,0.0102,0.0129
4.A.1.b.1.I02.D07,3,Identify specific areas within the company's operations that present the highest potential for improvement based on the initial review and industry research.,Perception_Diagnosis,Cognitive,-1,LLM,0.9972,0.9972,0.0019,0.0002,0.0008
4.A.1.b.1.I02.D07,4,"Develop tailored recommendations for sustainable practices, considering cost, feasibility, and potential environmental and economic benefits.",Manipulation_Execution,Cognitive,13,LLM,0.9895,0.9895,0.0005,0.001,0.009
4.A.1.b.1.I02.D07,5,"Present the findings and recommendations to the company's management, clearly outlining the potential benefits and implementation roadmap.",Intent_Communication,Cognitive,29,LLM,0.984,0.984,0.0002,1e-04,0.0157
4.A.1.b.1.I02.D07,6,"Collaborate with the company to implement the recommended practices, providing support and guidance throughout the process.",Navigation_Addressing,Both,29,LLM,0.937,0.937,0.0003,0.0014,0.0614
4.A.1.b.1.I02.D07,7,"Monitor the implementation progress, collect data on the environmental and economic impact of the implemented practices, and make adjustments as needed.",Feedback_Verification,Both,-1,LLM,0.9924,0.9924,0.0016,0.0014,0.0046
4.A.4.a.2.I11.D09,1,"Research the conference agenda, identify key attendees and potential investors, and prepare a concise elevator pitch highlighting the organization's value proposition.",Intent_Communication,Cognitive,-1,LLM,0.9918,0.9918,0.0005,0.0007,0.007
4.A.4.a.2.I11.D09,2,"Pack necessary materials such as business cards, brochures, and any presentation materials.",Manipulation_Execution,Physical,-1,LLM,0.8275,0.8275,0.0169,0.1117,0.0438
4.A.4.a.2.I11.D09,3,Arrive at the conference venue and locate the registration desk.,Navigation_Addressing,Physical,21,LLM,0.5851,0.5851,0.0485,0.278,0.0884
4.A.4.a.2.I11.D09,4,"Register for the conference, collect materials, and review the agenda to identify networking opportunities.",Perception_Diagnosis,Cognitive,-1,LLM,0.9702,0.9702,0.0023,0.005,0.0225
4.A.4.a.2.I11.D09,5,"Engage with attendees during breaks and sessions, actively listening to understand their interests and needs.",Intent_Communication,Cognitive,22,LLM,0.7255,0.7255,0.0042,0.0058,0.2644
4.A.4.a.2.I11.D09,6,"Deliver a clear and concise elevator pitch to potential investors and partners, highlighting the organization's unique value proposition.",Intent_Communication,Cognitive,-1,LLM,0.9286,0.9286,0.002,0.004,0.0654
4.A.4.a.2.I11.D09,7,Exchange business cards and collect contact information from promising connections.,Feedback_Verification,Physical,-1,LLM,0.5086,0.5086,0.0083,0.2595,0.2236
4.A.4.a.2.I11.D09,8,"Follow up with new contacts via email within 24-48 hours, expressing gratitude for the conversation and suggesting a next step.",Feedback_Verification,Cognitive,-1,LLM,0.7406,0.7406,0.0043,0.0114,0.2438
4.A.4.a.3.I01.D02,1,"Meet with the client to understand their perspective, concerns, goals, and gather all relevant case documentation.",Intent_Communication,Cognitive,3,LLM,0.7614,0.7614,0.0004,0.0013,0.2369
4.A.4.a.3.I01.D02,2,"Thoroughly review all case files, contracts, and relevant legal precedents to develop a comprehensive understanding of the case.",Perception_Diagnosis,Cognitive,12,LLM,0.8772,0.8772,0.0029,0.0003,0.1197
